,overall,style,reviewText,summary
525,2,{'Format:': ' DVD'},"['jane', 'eyre', 'collection', 'chemistry', 'believable', 'ciaran', 'hinds', 'barking', 'entire', 'time', 'inflection', 'voice', 'would', 'give', 'way', 'believing', 'soft', 'spot', 'one', 'occasion', 'also', 'mr', 'rochester', 'dark', 'wit', 'want', 'see', 'ciaran', 'hinds', 'wonderful', 'movie', 'see', 'jane', 'austen', 'persuasion', 'samantha', 'morton', 'although', 'great', 'actress', 'played', 'jane', 'far', 'impertinent', 'position', 'era', 'importantly', 'post', 'helen', 'jane', 'gentle', 'spirit', 'made', 'mr', 'rochester', 'drawn', 'first', 'place', 'glad', 'see', 'bertha', 'portrayal', 'close', 'book', 'one', 'well', '83', 'version', 'unlike', 'recent', 'masterpiece', 'version', 'bertha', 'looking', 'like', 'could', 'step', 'thornfield', 'put', 'gown', 'walk', 'red', 'carpet', 'want', 'see', 'great', 'true', 'adaptation', 'charlotte', 'bronte', 'jane', 'eyre', 'watch', 'timothy', 'dalton', 'zelah', 'clarke', 'version', 'still', 'powerful', 'even', '24', 'years', 'timothy', 'dalton', 'book', 'tumultous', 'playful', 'introspective', 'passionate', 'mr', 'rochester', 'zelah', 'clarke', 'plays', 'jane', 'perfectly', 'unworldly', 'innocent', 'knowing', 'station', 'speak', 'also', 'mind', '83', 'version', 'hollywood', 'version', 'bronte', 'version']",The book's Jane Eyre - Not so much
526,1,{'Format:': ' DVD'},"['care', 'version', 'thought', 'chemistry', 'two', 'leads', 'least', 'smoldering', 'repressed', 'emotions', 'story', 'abbreviated', 'seem', 'conventional', 'brief', 'story', 'thwarted', 'love', 'character', 'development', 'especially', 'jane', 'missing', 'action', 'heartbreak', 'horror', 'sense', 'jane', 'virtue', 'tough', 'interior', 'self', 'reliance', 'helped', 'overcome', 'many', 'life', 'obstacles', 'even', 'much', 'atmospheric', 'scenery', 'mr', 'rochester', 'played', 'usually', 'excellent', 'ciaran', 'hines', 'utterly', 'forgettable', 'weak', 'miscast', 'doesnt', 'handsome', 'powerful', 'passionate', 'sexy', 'seething', 'keeps', 'mad', 'wife', 'locked', 'attic', 'tries', 'keep', 'secret', 'almost', 'commiting', 'bigamy', 'instead', 'try', 'timothy', 'dalton', 'version', 'excellent', 'though', 'little', 'low', 'budget', 'looking', '2007', 'even', 'sexier', 'faster', 'paced', 'version', 'toby', 'stevens', 'ruth', 'wilson', 'outstanding', 'best', 'yet', 'moves', 'right', 'along', 'yet', 'keeps', 'story', 'essentials']","Dreadful, Dull, Disappointing"
527,1,{'Format:': ' DVD'},"['many', 'versions', 'jane', 'eyre', 'least', 'favorite', 'granted', 'samantha', 'morton', 'adorable', 'fairy', 'elfin', 'like', 'face', 'like', 'mr', 'rochesters', 'description', 'acting', 'highs', 'lows', 'stands', 'mr', 'edwards', 'little', 'much', 'giving', 'really', 'snappy', 'answers', 'seemingly', 'respect', 'employer', 'fault', 'writing', 'script', 'bad', 'direction', 'ciaran', 'hinds', 'totally', 'top', 'angry', 'understanding', 'eyes', 'lustful', 'times', 'crazed', 'like', 'character', 'described', 'brontes', 'epic', 'book', 'sad', 'tortured', 'man', 'falls', 'hopelessly', 'love', 'innocence', 'singular', 'personality', 'earnest', 'honest', 'yet', 'strong', 'sweet', 'jane', 'eyre', 'charlotte', 'bronte', 'brought', 'vividly', 'life', 'classic', 'words', 'acting', 'proposal', 'scene', 'almost', 'comical', 'love', 'feeling', 'chemistry', 'two', 'actors', 'lust', 'seems', 'going', 'middle', 'age', 'crises', 'eyeing', 'young', 'girl', 'though', 'supposedy', 'virgin', 'dosn', 'act', 'like', 'one', 'plus', 'movie', 'seems', 'rushed', 'never', 'get', 'good', 'foot', 'hold', 'story', 'especially', 'janes', 'childhood', 'also', 'miss', 'gypsy', 'scene', 'omitted', 'many', 'movies', 'expertly', 'done', 'dalton', 'clarke', 'mini', 'series', 'brought', 'brief', 'light', 'heartednes', 'otherwise', 'dark', 'story', 'want', 'see', 'great', 'versions', 'highly', 'rate', '1944', 'movie', 'orson', 'wells', 'though', 'another', 'abreviatd', 'version', 'movie', 'truly', 'captured', 'spirit', 'feel', 'moody', 'dark', 'mysterious', 'another', 'fantastic', 'timothy', 'dalton', 'version', 'accurate', 'book', 'movies', 'taking', 'actual', 'lines', 'right', 'brontes', 'story', 'dalton', 'clarkes', 'acting', 'simply', 'superbly', 'sublime', 'however', 'like', 'see', 'make', 'decision', 'something', 'offer', 'entertaining']",Not my Favorite... but take a look anyway
528,2,{'Format:': ' VHS Tape'},"['going', 'repeat', 'plot', 'going', 'go', 'comparisons', 'book', 'critique', 'version', 'je', 'seen', 'others', 'version', 'bad', 'hilarious', 'never', 'laughed', 'hard', 'adaption', 'supposed', 'tragic', 'uplifting', 'love', 'story', 'oh', 'let', 'count', 'ways', 'first', 'jane', 'eyre', 'character', 'played', 'samantha', 'morton', 'thought', 'appeared', 'bit', 'vindictive', 'spiteful', 'co', 'dependent', 'girl', 'heather', 'victorian', 'dress', 'however', 'think', 'perfect', 'version', 'mr', 'rochester', 'oh', 'boy', 'love', 'ciarn', 'hinds', 'love', 'range', 'voice', 'doggone', 'shame', 'scriptwriter', 'director', 'made', 'character', 'laughable', 'yes', 'mannerisms', 'cringeworthy', 'attraction', 'jane', 'bordered', 'sexual', 'harassment', 'character', 'lust', 'life', 'vigor', 'appeared', 'bipolar', 'disorder', 'part', 'made', 'spit', 'water', 'tv', 'screen', 'scene', 'jane', 'first', 'shared', 'passionate', 'kiss', 'hear', 'jane', 'narrate', 'imagined', 'kiss', 'moment', 'comes', 'mr', 'rochester', 'jane', 'addresses', 'mr', 'rochester', 'expression', 'perverted', 'austin', 'powers', 'could', 'love', 'whispers', 'edward', 'waiting', 'wink', 'wink', 'nudge', 'nudge', 'wiggle', 'eyebrows', 'dumps', 'version', 'make', 'shake', 'head', 'perhaps', 'laugh']",Mr. Rochester AKA Austin Powers..................
529,1,{'Format:': ' DVD'},"['version', 'awfully', 'butchered', 'felt', 'like', 'fast', 'forwarding', 'entire', 'novel', 'actors', 'fine', 'dialogue', 'given', 'trite', 'found', 'wincing', 'script', 'lost', 'lot', 'novel', 'punch', 'intensity', 'dvd', 'definitely', 'going', 'salvation', 'army', 'bin', 'sit', 'favorite', 'version', 'jane', 'eyre', 'still', '1983', 'version', 'timothy', 'dalton', 'good', 'dialogue', 'fine', 'acting', 'great', 'film', 'score', 'plus', '311', 'minutes', 'original', 'story', 'remains', 'pretty', 'much', 'tact', 'also', 'love', 'timothy', 'dalton', 'version', 'wuthering', 'heights', 'never', 'dry', 'eye', 'end', 'one', 'beautiful', 'haunting', 'film', 'score']",Cliff Notes Version
530,1,{'Format:': ' DVD'},"['characters', 'names', 'novel', 'far', 'version', 'goes', 'stay', 'true', 'characters', 'bronte', 'jane', 'eyre', 'watched', 'many', 'versions', 'classic', 'novel', 'far', 'worst', 'ciarn', 'hinds', 'usually', 'love', 'plays', 'mr', 'rochester', 'raving', 'lunatic', 'tortured', 'man', 'life', 'turned', 'upside', 'unfortunate', 'mistake', 'young', 'man', 'chemistry', 'characters', 'dialogue', 'plot', 'differs', 'much', 'novel', 'travesty', 'call', 'jane', 'eyre', 'threw', 'away', 'dvd', 'watching', 'waste', 'buy', 'timothy', 'dalton', 'version', 'true', 'mr', 'rochester']",Absolutely the worst Jane Eyre version!
531,1,{'Format:': ' DVD'},"['really', 'disliked', 'version', 'jane', 'eyre', 'much', 'found', 'skipping', 'parts', 'pulling', 'movie', 'finishing', 'infinitely', 'prefer', 'william', 'hurt', 'adaptation', 'novel', 'first', 'film', 'quality', 'color', 'film', 'poor', 'washed', 'altogether', 'bland', 'also', 'acting', 'poor', 'opinion', 'samantha', 'morton', 'believable', 'jane', 'eyre', 'actor', 'plays', 'mr', 'rochester', 'altogether', 'unappealing', 'two', 'actors', 'spark', 'chemistry', 'speak', 'relation', 'love', 'mr', 'rochester', 'later', 'film', 'wholly', 'unbelievable', 'poorly', 'delivered', 'ruins', 'one', 'best', 'lines', 'novel', 'one', 'bit', 'string', 'tied', 'heart', 'jane', 'also', 'although', 'mr', 'rochester', 'handsome', 'actor', 'uglier', 'imagined', 'mr', 'rochester', 'would', 'little', 'account', 'also', 'portray', 'mr', 'rochester', 'plain', 'rude', 'ordered', 'jane', 'brutish', 'manner', 'levied', 'insults', 'barked', 'lines', 'dull', 'jane', 'would', 'attracted', 'beyond', 'lonely', 'company', 'man', 'beyond', 'portryal', 'jane', 'also', 'dull', 'one', 'constant', 'voice', 'overs', 'really', 'annoying', 'film', 'supposed', 'show', 'us', 'story', 'tell', 'us', 'story', 'far', 'much', 'telling', 'jane', 'felt', 'past', 'far', 'little', 'demonstration', 'told', 'jane', 'loved', 'mr', 'rochester', 'watching', 'film', 'found', 'hard', 'believe', 'jane', 'also', 'seemed', 'rude', 'disrespectful', 'purpose', 'rather', 'observant', 'forthright', 'novel', 'mean', 'offend', 'truthfully', 'answers', 'questions', 'speaks', 'mind', 'movie', 'would', 'think', 'catty', 'also', 'always', 'looks', 'annoyed', 'mr', 'rochester', 'overall', 'regret', 'buying', 'film', 'wished', 'put', '5', 'dollars', 'towards', 'william', 'hurt', 'adaptation', 'accurately', 'captures', 'emotion', 'spirit', 'novel', 'exact', 'details']","Very poor movie. Unbelievable romance, poor quality film."
532,2,{'Format:': ' VHS Tape'},"['must', 'fervently', 'disagree', 'many', 'positive', 'reviews', 'shown', '2', 'major', 'reasons', 'first', 'writers', 'took', 'great', 'liberties', 'novel', 'detract', 'rather', 'enhance', 'characters', 'best', 'two', 'examples', 'involve', 'main', 'characters', 'mr', 'rochester', 'jane', 'book', 'rochester', 'brooding', 'singular', 'figure', 'much', 'victim', 'cruel', 'plotting', 'vices', 'others', 'film', 'version', 'cruel', 'vindictive', 'vengeful', 'plotting', 'profane', 'little', 'reason', 'see', 'jane', 'would', 'ever', 'attach', 'worthless', 'creature', 'jane', 'course', 'fall', 'love', 'repugnant', 'viewer', 'hardly', 'see', 'reason', 'thus', 'jane', 'reduced', 'greatly', 'woman', 'loves', 'unconditionally', 'shown', 'book', 'strange', 'misguided', 'young', 'woman', 'racked', 'codependent', 'psyche', 'second', 'area', 'version', 'inferior', 'book', 'far', 'superior', 'film', 'versions', 'particularly', 'william', 'hurt', 'version', 'brevity', '90', 'minutes', 'long', 'leaves', 'many', 'small', 'aspects', 'would', 'normally', 'give', 'vitality', 'life', 'characters', 'poor', 'version', 'necessarily', 'bad', 'willing', 'give', 'film', 'chance', 'chance', 'redeem', 'falls', 'terribly', 'short', 'nearly', 'every', 'measure']",Definitely the Worst of the TV/Movie Adaptions
533,2,{'Format:': ' DVD'},"['jane', 'eyre', 'one', 'favorite', 'books', 'simply', 'like', 'film', 'version', 'leaves', 'important', 'details', 'liked', 'first', 'saw', 'nagging', 'feeling', 'something', 'missing', 'read', 'book', 'discovered', 'exactly', 'missing', '1', '4', 'book', 'among', 'scenes', 'missing', 'reasons', 'behind', 'jane', 'return', 'thornfield', 'samantha', 'morton', 'think', 'film', 'liked', 'another', 'strike', 'version', 'said', 'timothy', 'dalton', 'handsome', 'play', 'rochester', 'perhaps', 'incredible', 'actor', 'forgive', 'grin', 'appreciate', 'ciaran', 'hinds', 'pains', 'say', 'like', 'rochester', 'read', 'someplace', 'read', 'book', 'making', 'film', 'well', 'shows', 'rants', 'raves', 'much', 'subtlety', 'performance', 'subtlety', 'something', 'dalton', 'understood', 'performance', 'adaptation', 'need', 'word', 'word', 'translation', 'page', 'screen', 'retain', 'spirit', 'original', 'appreciate', 'version', 'neither', 'find', 'much', 'like']",I just can't like this version.
534,2,{'Format:': ' DVD'},"['got', 'little', 'bored']",Two Stars
535,2,{'Format:': ' VHS Tape'},"['read', 'book', '10', 'times', 'seen', 'movie', 'versions', 'jane', 'video', 'unbelievably', 'haughty', 'unattractive', 'world', 'rochester', 'ever', 'fall', 'love', 'kiss', 'movie', 'chemistry', 'mentioned', 'reviews', 'lust', 'book', 'favorite', 'passages', 'cut', 'adulterated', 'beyond', 'recognition', 'would', 'terrific', 'disappointment', 'one', 'really', 'loves', 'book']",How could any Jane Eyre fan love this movie??!!
536,1,{'Format:': ' VHS Tape'},"['screenwriter', 'decided', 'ditch', 'famous', 'dialogue', 'many', 'pivotal', 'scenes', 'extremely', 'pedestrian', 'jane', 'eyre', 'lost', 'aunt', 'deathbed', 'confession', 'jane', 'buddha', 'like', 'teachings', 'helen', 'hellish', 'lowood', 'school', 'gypsy', 'fortune', 'telling', 'scene', 'infuriates', 'blanche', 'ingram', 'even', 'chestnut', 'tree', 'cleft', 'half', 'manifestation', 'god', 'displeasure', 'sign', 'either', 'saw', 'boy', 'inherited', 'eyes', 'large', 'brilliant', 'black', 'one', 'famous', 'lines', 'english', 'literature', 'crying', 'loud', 'disappointed', 'say', 'see', 'ciaran', 'hinds', 'wonderful', 'persuasion', 'terrible', 'samantha', 'morton', 'jane', 'even', 'worse', 'hint', 'lived', 'childhood', 'jane', 'eyre', 'become', 'governess', 'rochester', 'encounters', 'mist', 'please', 'never', 'seen', 'jane', 'eyre', 'make', 'sorry', 'mess', 'introduction', 'magnificient', 'novel', 'orson', 'welles', 'joan', 'fontaine', 'better', 'job']",The Bigger Mystery than the Madwoman in the Attic is....
537,2,{'Format:': ' VHS Tape'},"['excited', 'heard', 'e', 'jane', 'eyre', 'especially', 'heard', 'ciaran', 'hinds', 'cast', 'rochester', 'thought', 'perfect', 'casting', 'would', 'see', 'something', 'caliber', 'pride', 'prejudice', 'bitterly', 'disappointed', 'travesty', 'main', 'objection', 'scriptwriter', 'decided', 'could', 'improve', 'charlotte', 'bronte', 'instead', 'sticking', 'words', 'book', 'closely', 'possible', 'completely', 'rewrote', 'dialogue', 'arrogance', 'result', 'rochester', 'jane', 'say', 'things', 'completely', 'character', 'anyone', 'read', 'book', 'feel', 'passions', 'aroused', 'found', 'screaming', 'screen', 'never', 'say', 'second', 'main', 'objection', 'ciaran', 'hinds', 'directed', 'play', 'rochester', 'blame', 'director', 'seen', 'hinds', 'many', 'movies', 'know', 'range', 'emotion', 'display', 'version', 'essentially', 'one', 'note', 'shouts', 'time', 'time', 'softens', 'bedroom', 'jane', 'fire', 'one', 'scene', 'showed', 'could', 'sharpened', 'disappointment', 'rest', 'sad', 'waste', 'could', 'marvelous', 'production', 'like', 'samantha', 'morton', 'jane', 'best', 'janes', 'seen', 'every', 'version', 'wish', 'given', 'better', 'dialogue', 'speak', 'timothy', 'dalton', 'version', 'remains', 'favorite', 'bad', 'hinds', 'morton', 'script', 'director']",A huge disappointment
538,2,{'Format:': ' DVD'},"['know', 'sever', 'series', 'black', 'white', 'felt', 'drab', 'boring', 'cup', 'tea']",New addition better
539,1,{'Format:': ' DVD'},"['even', 'get', 'past', 'first', 'volume', 'pathetic', 'recommend', 'anyone', 'want', 'fall', 'asleep', 'pure', 'boredom', 'black', 'white', 'due', 'strike', 'made', 'chopped', 'mess', 'wasted', 'money', 'one']",Upstairs Downstairs
540,2,{'Format:': ' DVD'},"['expecting', 'wonderful', 'reviews', 'due', 'wretched', 'moral', 'values', 'many', 'upstairs', 'people', 'hard', 'time', 'enjoying', 'story', 'downstairs', 'people', 'difficulties', 'general', 'set', 'better', 'standards', 'conduct', 'wish', 'could', 'sell', 'copy']",If I could only watch the Downstairs people.....
541,2,{'Format:': ' DVD'},"['watched', 'sequel', 'first', 'good', 'prompted', 'watch', 'original', 'series', '3', 'episodes', 'season', '1', 'think', 'slog', 'way', 'acting', 'horrendously', 'hammy', 'story', 'lines', 'foolish', 'juvenile', 'unlike', 'recent', 'upstairs', 'downstairs', 'unrealistic', 'one', 'scene', 'one', 'actresses', 'changing', 'clothes', 'could', 'see', 'wearing', 'bikini', 'underwear', 'white', 'bloomers', 'showed', 'little', 'world', 'actually', 'like', 'era', 'house', 'set', 'dull', 'alll', 'characters', 'exaggerated', 'annoying', 'unlikeable', 'basically', 'bad', '1970', 'soap', 'opera']",Really Bad
542,1,{'Format:': ' DVD'},"['sold', 'ebay', 'half', 'price', 'watching', '15', 'minutes', 'would', 'recommend', 'purchase', 'one', 'dvd', 'buy', 'whole', 'set', 'thought', 'would', 'like', 'downton', 'abbey', 'unfortunately', 'even', 'close']",Dialect very hard to understand
543,1,{'Format:': ' DVD'},"['stagy', 'maybe', 'ordered', 'wrong', 'thing', 'even', 'finish', 'first', 'episode', 'boring', 'whatch']",boring acting
544,2,{'Format:': ' DVD'},"['first', 'disc', 'play', 'tried', '2', 'monts', 'satisfaction', 'vendor', 'really', 'cheated', 'finally', 'order', 'another', 'set']",POOR JOB BY ACORN
545,2,{'Format:': ' DVD'},"['first', 'episode', 'color', 'next', 'episodes', 'black', 'white', 'sound', 'went', 'throughout', 'episode', 'think', 'episode', '21', '22', 'repeated', 'ensuing', 'episode', 'disc', 'wrote', 'bbc', 'ask', 'getting', 'replacement', 'disc', 'missing', 'episode', 'never', 'got', 'response', 'whoever', 'quality', 'control', 'dvd', 'set', 'required', 'give', 'us', 'refunds', 'least', 'prevented', 'ever', 'producing', 'dvds', 'bought', 'series', 'gift', 'made', 'look', 'like', 'bought', 'slightly', 'irregular', 'box', 'set', 'clearance', 'instead', 'getting', 'quality', 'set', 'like', 'assumed', 'gifting', 'highly', 'embarassing', 'buying', 'someone', 'else', 'keep', 'mind', 'going', 'disappointed', 'still', 'get', 'see', 'episodes', 'expect', 'adjusting', 'volume', 'throughout', 'viewing', 'count', 'watching', 'episodes', 'color', 'originally', 'aired', 'least', 'period', 'piece', 'tell', 'black', 'white']",Every DVD coding error you can make and still make it run
546,1,{'Format:': ' DVD'},"['goes', 'without', 'saying', 'upstairs', 'downstairs', 'brilliant', 'entertaining', 'series', 'well', 'worth', 'owning', 'amazon', 'offered', 'collector', 'edition', 'megaset', 'great', 'sale', 'pass', 'really', 'remember', 'series', 'well', 'knew', 'much', 'wanted', 'see', 'like', 'others', 'read', 'discouraging', 'reviews', 'e', 'home', 'video', 'transfer', 'thought', 'really', 'picky', 'probably', 'bad', 'well', 'picky', 'care', 'things', 'hd', 'looking', 'like', 'harry', 'potter', 'movie', 'said', 'want', 'readers', 'know', 'disappointed', 'visual', 'sound', 'quality', 'es', 'megaset', 'much', 'given', 'thought', 'sending', 'set', 'back', 'exchanging', 'another', 'hopes', 'might', 'better', 'first', 'research', 'googled', 'dvds', 'e', 'upstairs', 'downstairs', 'bad', 'found', 'informative', 'website', 'page', 'us', 'e', 'version', 'made', 'clear', 'e', 'home', 'video', 'used', 'old', 'copies', 'episodes', 'remastering', 'instead', 'getting', 'new', 'ones', 'uk', 'undoubted', 'cost', 'saving', 'measure', 'part', 'someone', 'purchased', 'many', 'wonderful', 'older', 'british', 'series', 'tell', 'e', 'version', 'joan', 'hickson', 'miss', 'marple', 'terribly', 'good', 'either', 'although', 'certainly', 'better', 'sorry', 'things', 'taken', 'quick', 'look', 'two', 'thomas', 'sarah', 'dvds', 'appear', 'somewhat', 'better', 'upstairs', 'downstairs', 'hopefully', 'someday', 'another', 'company', 'release', 'quality', 'set', 'original', 'series']",MORE ON THE DREADFUL A&E TRANSFER
547,1,{'Format:': ' DVD'},"['one', 'best', 'tv', 'dramas', 'ever', 'made', 'enjoyment', 'almost', 'totally', 'ruined', 'appalling', 'picture', 'sound', 'quality', 'idea', 'digitally', 'remastered', 'means', 'result', 'disgrace', 'charge', 'almost', '250', 'product', 'inferior', 'actually', 'thought', 'copy', 'bootleg', 'made', 'bloke', 'pointing', 'digital', 'camera', 'tv', 'screen', 'awful', 'also', 'constant', 'shadow', 'track', 'audio', 'sounds', 'someone', 'radio', 'background', 'disgraceful', 'avoid']","Superb series, rubbish DVDs"
548,1,{'Format:': ' DVD'},"['purchased', 'first', 'issuance', 'usds', 'first', 'came', 'returned', 'five', 'times', 'find', 'glitches', 'production', 'issuance', 'heard', 'usds', 'reissued', 'digitally', 'remastered', 'joyed', 'made', 'one', 'half', 'series', 'repackaged', 'expect', 'improved', 'picture', 'quality', 'shame', 'shame', 'e', 'rotten', 'reproduction', 'one', 'best', 'mini', 'series', 'time']",What does digitally remastered mean????
549,2,{'Format:': ' VHS Tape'},"['price', 'documentaries', 'color', 'footage', 'definitely', 'worth', '5', 'stars', 'pay', '7', 'dollars', 'quality', 'color', 'footage', 'good', 'seen', 'documentaries', 'seen', 'seen', 'ones', 'amazon', 'however', 'history', 'channel', 'takes', 'footage', 'mixes', 'usual', 'propaganda', 'propaganda', 'stories', 'talking', 'obectively', 'ww2', 'happened', 'war', 'much', 'time', 'watching', 'propaganda', 'story', 'footage', 'associated', 'hearing', 'stages', 'war', 'nice', 'turn', 'sound', 'watch', 'interesting']",nice color footage..too bad the History Channel narrated it
551,1,{'Format:': ' DVD'},"['closed', 'captioned', 'subtitled', 'great', 'story', 'normal', 'hearing', 'need', 'closed', 'captioning', 'subtitles', 'luck']",No closed captioning or subtitles
552,2,{'Format:': ' DVD'},"['acting', 'really', 'great', 'quite', 'enjoyable', 'seemed', 'differ', 'character', 'george', 'washington', 'known', 'allowing', 'cursing', 'reading', 'bible', 'several', 'times', 'day', 'praying', 'see', 'qualities', 'displayed']",The acting was really great. It was quite enjoyable but seemed to differ ...
553,1,{'Format:': ' DVD'},"['need', 'screenplay', 'marxist', 'author', 'howard', 'fast', 'washington', 'attack', 'trenton', 'waste', 'considerable', 'talent', 'jeff', 'daniels', 'washington', 'simply', 'reason', 'way', 'portrayed', 'fast', 'might', 'happened', 'howard', 'fast', 'leading', 'revolution']",A waste of the considerable talent of Jeff Daniels
554,2,{'Format:': ' DVD'},"['wish', 'could', 'give', 'movie', 'better', 'review', 'amazon', 'warn', 'customers', 'movie', 'subtitled', 'closed', 'captioned', 'hearing', 'impaired', 'deaf', 'family', 'need', 'dvds', 'subtitles', 'close', 'captioning', 'capabilities', 'get', 'movie', 'rely', 'subtitles', 'judge', 'movie', 'historical', 'content', 'since', 'unable', 'understand', 'said', 'read', 'people', 'reviews', 'sounds', 'like', 'movie', 'worth', 'watching', 'wish', 'e', 'released', 'subtitles', 'everyone', 'would', 'opportunity', 'enjoy', 'jeff', 'daniels', 'george', 'washington']",No Subtitles!!!
555,1,{'Format:': ' DVD'},"['first', 'ten', 'fifteen', 'minutes', 'movie', 'much', 'cursing', 'family', 'could', 'finish', 'movie', 'poor', 'portrayal', 'george', 'washington', 'character', 'makes', 'fool', 'instead', 'person', 'shredded', 'one', 'else', 'would', 'subject', 'filth', 'lies']",WHAT A SHAME!!!  What a waste of time!
556,1,{'Format:': ' DVD'},"['agree', 'reviewer', 'comments', 'daniels', 'miscast', 'washington', 'one', 'would', 'take', 'virginian', 'rather', 'like', 'old', 'disney', 'production', 'swamp', 'fox', 'played', 'young', 'lesley', 'nielson', 'new', 'york', 'accent', 'also', 'welsh', 'actor', 'roger', 'rees', 'english', 'accent', 'plays', 'scottish', 'general', 'hugh', 'mercer', 'flee', 'scotland', 'supporting', 'prince', 'charlie', 'one', 'worst', 'unexcused', 'errors', 'washington', 'asks', 'battle', 'many', 'killed', 'none', 'correct', 'many', 'wounded', 'none', 'incorrect', 'four', 'wounded', 'one', 'seriously', 'wounded', 'young', 'lieutenant', '3rd', 'virginia', 'named', 'james', 'monroe', 'fifth', 'president', 'united', 'states', 'worth', 'mentioning', 'would', 'think']",Poorly researched; poorly cast
557,2,{'Format:': ' DVD'},"['recently', 'saw', 'hbo', 'miniseries', 'john', 'adams', 'compelled', 'watch', 'movie', 'different', 'perspective', 'portion', 'period', 'like', 'american', 'schoolchildren', 'familiarity', 'crossing', 'delaware', 'trenton', 'limited', 'famous', 'painting', 'event', 'shows', 'general', 'washington', 'perched', 'imperiously', 'prow', 'boat', 'rowed', 'icy', 'waters', 'dead', 'night', 'reality', 'decidedly', 'less', 'cinematic', 'unfortunately', 'made', 'television', 'treatment', 'admittedly', 'spoiled', 'superior', 'production', 'values', 'john', 'adams', 'beside', 'production', 'pales', 'favor', 'present', 'grittier', 'version', 'life', 'continental', 'army', 'accustomed', 'seeing', 'much', 'humanize', 'deified', 'personage', 'supreme', 'commander', 'production', 'hobbled', 'obvious', 'budget', 'constraints', 'prosaic', 'camera', 'work', 'make', 'look', 'like', 'tv', 'project', 'decisive', 'battle', 'turned', 'revolution', 'colonialists', 'favor', 'portrayed', 'little', 'skirmish', 'washington', 'ragtag', 'band', 'volunteers', 'bunch', 'unsuspecting', 'drunks', 'maybe', 'truth', 'amateur', 'look', 'production', 'nothing', 'elevate', 'action', 'something', 'little', 'noble', 'appears', 'fate', 'revolution', 'hinged', 'little', 'brawl', 'brawl', 'fledging', 'nation', 'desperately', 'needed', 'win', 'washington', 'revealed', 'crafty', 'stratetician', 'willing', 'risk', 'breathtaking', 'gamble', 'others', 'dimissed', 'insane', 'isolation', 'washington', 'command', 'portrayed', 'numerous', 'references', 'utter', 'lack', 'support', 'washington', 'body', 'authorized', 'carry', 'war', 'citizens', 'republic', 'present', 'day', 'may', 'take', 'comfort', 'knowledge', 'earliest', 'incarnation', 'congress', 'honed', 'reputation', 'bunch', 'blow', 'hard', 'self', 'promoters', 'existed', 'endlessly', 'debate', 'act', 'also', 'shown', 'fighting', 'among', 'washington', 'generals', 'resented', 'authority', 'cases', 'plotted', 'actively', 'undermine', 'washington', 'jeff', 'daniels', 'successfully', 'gives', 'statue', 'flesh', 'bone', 'wonderful', 'physicality', 'role', 'looks', 'every', 'part', 'vigorous', 'devotion', 'inspiring', 'leader', 'prime', 'problematic', 'delivery', 'sounds', 'much', 'contemporary', 'midwest', 'daniels', 'michigan', 'native', 'much', 'like', 'gentleman', 'virginia', 'general', 'favor', 'american', 'actors', 'larding', 'dialogue', 'distracting', 'accents', 'though', 'daniels', 'looks', 'great', 'sound', 'convincing', 'tidewater', 'aristocrat', 'contrast', 'mostly', 'british', 'supporting', 'cast', 'elegant', 'diction', 'daniels', 'rough', 'hewn', 'element', 'also', 'delivers', 'lines', 'l', 'w', 'ly', 'one', 'hardly', 'thinks', 'washington', 'heat', 'battle', 'life', 'republic', 'would', 'laconic', 'teleplay', 'howard', 'fast', 'based', 'novel', 'name', 'displays', 'tin', 'ear', 'authentically', 'colonial', 'sounding', 'dialogue', 'many', '20th', 'century', 'anarchronisms', 'creeping', 'presents', 'greatest', 'obstacle', 'actors', 'worthwhile', 'moments', 'content', 'stylistically', 'could', 'done', 'better', 'subject']",An Epic Battle Not So Epic
558,2,{'Format:': ' DVD'},"['crossing', 'really', 'good', 'movie', 'still', 'find', 'interesting', 'movie', 'filmed', 'quite', 'close', 'live', 'opening', 'scene', 'washington', 'bedraggled', 'army', 'marching', 'wooded', 'area', 'camp', 'scenes', 'near', 'beginning', 'movie', 'say', 'acting', 'movie', 'good', 'would', 'slight', 'statement', 'dialogue', 'one', 'would', 'call', 'stellar', 'would', 'certain', 'accuracy', 'movie', 'either', 'movies', 'general', 'course', 'events', 'may', 'faithfully', 'adhered', 'movie', 'based', 'historical', 'event', 'think', 'taken', 'liberty', 'truth', 'one', 'reason', 'another']",Not a good movie
559,1,{'Format:': ' Blu-ray'},"['disappointing', 'say', 'least', 'unfortunately', 'filmmakers', 'chosen', 'turn', 'president', 'ford', 'sort', 'cinematic', 'action', 'hero', 'opportunity', 'thorough', 'examination', 'mishandling', 'watergate', 'shame', 'shame']",Could Have Been So Much More
